Distance,Angle,axialRotation,zShift
8.25335,-57.9067,93.5349,4.29877
8.98796,41.3527,85.1484,0.3151
7.41202,-37.3602,13.6405,3.18334
9.72927,35.2791,44.5626,1.6642
9.99184,-29.3359,82.4728,4.47766
7.14738,-41.8679,47.0148,1.65281
11.0389,42.0739,14.6267,0.705501
8.94417,-49.1639,85.5427,1.13782
10.6886,-29.5362,12.155,0.435303
8.30743,-42.46,39.0264,3.44877
9.62028,45.9528,62.72,3.77238
9.67798,52.972,61.1014,2.04249
8.82466,-31.0785,40.4212,2.80807
10.2833,-58.8975,18.3184,3.16805
8.14288,-48.3835,56.5775,3.14745
11.6282,-64.9949,60.249,3.78185
11.1942,-70.2678,45.6353,1.51246
8.68538,-19.5564,73.5551,4.09213
8.45538,-7.00363,97.7802,1.07851
7.27472,-17.1085,18.3689,4.62487
9.42685,-49.9437,48.1051,2.80721
10.1242,51.7637,63.0613,0.676674
9.00981,-56.6542,60.1344,1.94411
9.5378,1.69928,23.8498,3.99167
7.74578,-42.7459,31.6221,2.4346
8.93721,-41.3626,57.5239,3.24373
7.66394,-95.0895,22.9681,-0.0110739
9.6559,39.8257,16.4074,1.14753
8.94006,35.3367,31.9514,4.69699
6.82786,-49.8433,48.1553,1.76884
10.4078,-63.2594,67.0883,1.86898
10.8148,20.1209,62.6245,2.45832
8.94976,-29.8441,35.3225,2.28934
8.49693,-41.806,66.015,0.796015
10.8156,20.7291,19.3389,0.663177
7.97573,41.4446,70.7223,0.934357
7.08339,-28.4332,66.5526,2.17721
9.42457,-34.1894,43.1617,3.60863
7.89674,-63.7973,51.4347,3.6677
7.65551,-36.9426,57.1697,1.64249
8.80903,-33.9275,53.5491,4.73014
10.4946,-27.8934,91.0143,4.56406
10.0911,19.0989,7.52842,2.85289
9.44363,-74.2094,64.1773,4.18152
9.27406,58.6948,94.732,4.68143
6.85736,-44.5192,63.6378,3.52139
9.27191,-68.3903,27.1681,1.45971
8.95493,-26.1174,26.6849,4.01924
7.9293,-42.1847,51.9846,2.94104
9.28245,-29.079,14.106,1.43513
10.142,-50.8899,77.3431,3.95577
9.70913,-73.462,69.6949,5.52548
9.71463,69.3575,83.978,4.6308
10.2693,26.5231,35.0564,1.21878
8.57642,-76.4672,40.2349,1.78195
8.8095,-52.8699,41.4526,0.698331
9.36431,-73.4418,95.1194,5.50345
9.07393,-59.8302,55.9823,1.78255
8.40079,-69.5644,71.628,3.11346
8.3097,-54.7312,35.4549,3.60715
9.3174,39.6684,59.5778,3.19183
8.991,-56.6482,9.53243,4.62199
7.62124,-30.4398,70.6775,2.49502
10.8674,59.5632,55.3653,4.32847
9.36718,7.83748,21.9868,1.19344
10.7307,-12.8914,11.3888,4.02825
10.1936,-33.7439,29.4824,1.95603
8.3298,-23.9786,66.2158,3.08457
10.0994,49.5583,61.9586,2.65145
9.40184,44.6045,31.2766,2.92118
8.27704,-15.7864,14.0918,3.78151
10.7603,41.5321,72.4478,5.28382
9.08706,-47.8829,51.6996,3.17291
10.6135,-39.9916,15.2251,4.72776
8.87177,49.1736,98.7027,4.56366
10.0574,-22.0538,69.7423,5.26944
7.95346,12.7778,81.0328,4.33116
9.15569,25.6144,62.8072,4.73154
11.0144,-54.7973,94.4135,1.51859
8.10401,28.1452,12.7906,1.04043
6.71633,-56.2125,44.9707,3.79267
10.839,-38.6341,20.4265,4.16513
8.67687,35.6205,47.2974,2.2033
11.0557,-20.3832,9.03917,1.70225
10.3176,-11.3141,26.3942,2.16359
8.1458,-13.7456,86.717,0.213813
9.4622,1.40486,19.9332,3.5932
9.60908,14.5457,88.0421,2.95733
9.1974,0.948215,19.7049,4.35258
7.86362,-57.8921,44.1309,2.66375
7.43692,-45.5767,21.5981,5.84954
9.06133,67.7059,6.92987,1.22678
8.09636,-34.2156,58.5332,3.34642
9.59114,-67.1334,83.1,1.93278
10.9438,-78.6481,0.419529,4.2166
7.73826,-51.1456,72.1688,4.21195
7.73263,2.79648,33.4495,4.96834
7.98194,-96.1229,7.06677,3.32766
6.18678,-49.0432,15.222,4.93998
8.96473,-36.1069,47.3312,1.94587
10.7795,-21.1142,59.9557,3.49115
7.29308,-21.344,31.6357,5.69475
9.79629,-64.1709,61.5043,1.30087
9.89834,-31.1696,78.0049,1.67528
8.79599,-63.2672,61.9561,2.65119
8.89907,80.3232,100.418,0.0425293
8.28102,-6.41587,69.3875,2.62464
9.17217,-63.6578,77.1455,2.63132
9.53282,-74.5014,66.5455,2.07463
11.4755,-77.4147,3.60032,0.627163
10.0228,43.9202,66.8319,0.79942
9.24287,-29.073,32.8994,3.08629
6.59646,-49.1307,33.6075,3.4192
10.9658,55.8273,80.4778,3.75296
8.12076,-32.247,38.8102,0.81808
10.3109,34.8228,80.2319,3.46707
10.0731,53.7228,64.0409,0.776335
10.043,31.3298,63.1008,2.76765
10.9933,-21.8626,21.6563,1.68156
8.5773,-41.1941,42.2235,2.20882
7.29526,-42.7665,38.8732,2.12884
8.155,32.4562,89.305,2.30321
7.86509,-15.406,55.1175,1.43369
10.5414,-43.2321,101.28,4.56498
7.05924,-6.78574,23.5302,3.43742
6.70936,-55.9127,68.1975,3.80792
8.79612,17.1403,58.5701,2.04583
9.56864,33.2212,40.9696,2.60299
11.9028,44.4348,77.3456,3.69516
10.2971,-37.9714,36.1425,3.67711
9.12554,-36.0309,55.0615,1.94973
6.82027,-40.1517,86.8239,1.0073
10.6026,-35.9156,70.5037,1.17299
8.5073,-59.8301,75.6951,1.17941
9.73313,-49.2958,18.4713,3.70535
11.0747,51.2488,91.1034,5.35574
8.51785,-35.9034,60.0689,4.54614
8.69582,-35.1573,70.8829,1.21156
9.55489,10.2951,85.9168,2.7411
7.58977,68.5652,15.6237,0.952968
7.74723,42.1108,9.51693,5.14216
8.5425,-68.1896,33.2129,2.85731
11.0555,78.6544,86.7631,4.91416
7.49295,-53.0025,31.1911,2.91248
9.39553,20.5125,35.1274,1.226
7.1153,-27.7724,37.0874,4.81672
9.44295,-59.8596,40.583,1.78105
11.2582,16.6148,45.4869,0.714754
8.5062,-50.2757,39.5721,1.67821
8.74777,-56.3804,58.9993,6.00254
10.977,-44.4697,14.9446,1.25958
8.4387,-47.6976,59.4846,3.18234
7.57041,-60.8554,44.0027,3.69419
10.1427,-54.5297,31.3866,5.85197
10.6158,39.2961,74.7762,4.47724
7.38963,-56.1291,73.0686,4.3035
7.37129,-35.1116,14.0933,3.52079
9.72107,19.7437,36.7949,1.61122
8.76444,-44.2478,40.8606,3.08549
8.02564,-75.23,55.9747,5.17308
7.28736,-30.7928,32.0395,3.25967
9.56241,-43.5905,56.4099,2.08692
7.72494,6.41791,54.5453,5.54939
7.47486,-66.6819,88.4539,1.95575
8.95913,-57.9622,69.7368,3.44279
10.9874,50.6955,16.3734,4.27451
10.7549,-40.9613,55.1604,3.78588
8.14611,-30.131,49.9725,3.51894
8.68724,-45.9733,57.7826,1.70484
8.95344,-30.9816,60.1502,2.46746
10.3021,21.4358,81.2307,4.64971
9.25606,-66.6818,37.1719,4.04271
8.41912,-90.8248,81.5107,0.72761
7.63068,-39.9198,100.59,0.842653
8.6251,54.2695,64.3142,1.58675
8.21789,30.7599,91.5123,0.962554
8.50145,19.023,9.54447,1.23192
10.637,-54.7143,53.4121,2.0428
9.12139,-52.4059,71.2254,4.48039
8.56026,-56.8951,52.3217,2.4536
8.27594,-79.7553,20.3787,4.84537
9.17707,77.5619,81.0886,4.07597
9.48606,-24.2758,45.5544,4.11293
9.76461,-51.7579,60.0185,1.67145
9.90727,35.1557,26.5522,2.7014
7.89032,1.73381,24.9251,4.36194
9.23716,-52.9722,69.6678,1.38261
9.20637,-15.4149,21.7797,1.69411
8.9516,-56.5185,90.4503,4.24581
8.73279,-81.1886,17.3413,5.41647
10.1435,-56.9941,11.8902,3.29665
7.68506,-52.1545,18.3687,3.95578
9.25241,-63.807,26.0596,4.47737
8.79043,-43.1811,32.0504,3.52165
8.28544,-69.7359,19.3537,1.44728
8.70129,47.9841,41.452,2.13033
7.22587,-15.1645,35.4588,4.65102
7.20285,-48.8142,43.5416,3.90815
9.71194,41.2671,32.172,1.9688
10.6457,35.2876,36.8746,1.14289
9.51395,-38.1742,24.1118,2.45312
7.90341,-71.3217,22.0315,0.676245
10.1657,8.7814,33.8779,0.838011
9.08684,-51.5831,26.5472,2.96176
8.18225,-55.151,63.4501,2.65782
8.90417,-45.2354,95.2843,3.69414
6.03105,-55.3492,22.3254,1.48876
7.58517,24.1678,48.9592,4.98106
9.92987,-29.3565,55.8346,2.81099
6.86752,-43.9513,56.9681,2.57125
8.94462,21.5896,45.4102,5.86932
6.72551,-53.0819,35.9292,2.35106
7.6416,-80.1838,94.5235,0.225431
9.95111,-42.9568,79.0661,2.82672
9.00398,-46.3423,31.1832,4.73777
8.43858,23.6675,82.3466,3.16048
7.2853,-34.6964,6.00163,2.57955
10.2097,-38.5958,35.8303,1.55839
9.45929,-38.9749,74.1023,1.79997
11.0969,3.91683,91.4208,0.431511
9.61777,45.8093,23.1687,1.05282
9.43428,-54.0888,21.5585,1.14987
9.44544,-56.888,42.0688,1.93222
11.3152,-21.5349,73.9168,3.34631
8.05413,-59.8536,38.0219,3.34658
10.8908,41.2564,81.0566,1.98576
8.46021,-80.3348,13.0364,4.19588
9.28516,-76.1196,15.217,1.54816
8.84272,39.9499,28.8206,3.45392
8.18975,-76.5074,29.695,3.80375
9.73126,-54.7206,71.3577,1.52074
8.32779,-21.6513,67.3795,2.576
8.28296,-58.2805,19.671,5.39261
10.9055,1.44809,35.3394,4.89975
7.07814,-33.0804,66.7931,3.1433
7.72659,-7.55883,8.11262,4.99928
11.0293,21.1006,25.3948,0.266249
8.96911,-61.6491,97.847,4.47661
9.27603,26.9196,51.6985,5.52063
6.89099,-58.6333,48.7877,1.31144
9.30753,-59.5197,18.8986,3.74881
10.1235,-4.16335,32.5337,4.87517
8.55573,-69.6188,22.8829,1.28461
9.85235,-42.3031,26.2843,1.89154
6.32361,-54.7291,12.379,0.998562
9.23034,23.334,69.3593,3.66525
10.4022,46.2486,14.6645,1.23109
7.02648,-27.7157,26.1751,4.80884
7.0212,-10.6944,80.238,2.41423
9.61112,58.0164,18.9968,4.80228
9.87496,44.0466,41.254,1.32759
8.78848,20.7499,21.7915,2.99966
9.06195,11.8303,68.7357,2.55833
8.96807,-41.796,57.3071,3.22168
9.25693,-54.456,66.3618,1.79507
9.12355,-38.3389,56.4716,2.0932
7.88148,63.2543,9.83229,0.478589
8.77389,33.9985,61.871,2.64253
10.1388,-39.3669,22.7141,4.65874
9.69422,-62.1557,5.728,0.582762
8.60204,-68.0167,80.0942,1.36611
8.84732,25.0493,43.3129,2.05879
6.99012,-64.9648,91.8766,1.26048
7.00171,-3.43341,22.6423,0.216649
7.95266,-40.261,70.3909,2.08787
10.3388,-40.9787,34.6389,4.30674
10.3245,-19.0917,7.12084,1.76795
9.12965,48.1312,55.9432,2.56118
9.84046,-60.2663,45.5079,4.10819
6.55622,-63.2704,28.6212,0.564072
9.87621,2.69863,38.5288,5.22423
10.121,-0.033462,42.291,0.433945
8.69739,20.5065,83.3302,3.78229
8.53734,-74.7639,92.1052,4.67505
10.1437,-56.316,69.6548,2.65183
8.86579,11.0563,73.4768,2.11695
8.52227,-62.9387,39.0435,3.97225
8.80505,-62.3518,46.058,3.90329
9.02556,49.3126,20.8102,1.07373
7.7348,-74.4848,15.3217,2.34143
9.6319,26.5031,56.2004,4.93518
7.0424,-25.6472,26.92,3.26056
8.04525,-53.0509,38.8591,3.08497
8.95001,-86.0301,14.6773,3.58021
10.226,42.6478,40.5547,0.734693
7.06608,-46.1834,73.0622,2.47676
10.0712,17.9252,48.7062,1.04228
9.15618,42.097,40.2793,3.83711
8.24842,41.9297,24.811,2.52425
10.2836,30.7366,37.1632,1.43312
10.5055,-18.8229,7.25519,3.34683
8.62611,-27.3527,14.552,2.00225
6.98956,-35.9122,52.5567,1.95577
8.57768,26.0483,63.0241,1.4555
10.4447,13.6548,51.6992,2.39027
9.8002,31.2078,24.5783,2.50057
9.14185,-62.4796,41.8371,2.69126
9.09345,-43.1558,38.3209,3.37699
9.87022,-56.9861,15.7987,1.0856
8.78872,-43.9319,35.7264,2.33042
6.76328,-23.9869,35.4618,4.39046
8.49759,-75.1743,67.117,3.43433
9.62206,29.0547,31.194,3.43452
8.31099,-43.8203,86.7403,2.82488
7.26837,-45.0536,56.4935,5.22586
7.29529,-49.8171,43.0402,3.85713
10.8171,-78.6391,44.0138,0.825752
9.41811,14.0047,53.0682,5.39912
7.66976,-22.2276,31.1939,2.91277
7.70325,28.0402,12.7381,5.73074
10.5816,-47.8717,67.0898,4.99957
8.0855,-70.1552,94.6087,0.2341
9.14074,-59.0511,66.6283,1.30044
10.4058,-64.1377,43.8217,3.4149
10.4812,-41.029,42.306,1.95635
9.01385,37.1678,53.1993,1.76027
7.64319,-35.9075,57.6873,1.69514
9.68008,35.8737,44.8599,1.69445
10.7119,-43.906,96.2022,0.91796
8.59017,-53.7161,43.6548,3.13705
